"Chevrolet ","157600"
"Fiat","702136.3636363636"
"JaC Motors","119166.66666666667"
"Kia","905733.3333333334"
"Mitsubishi","637400"
"Nissan","85857.14285714286"
"Peugeot ","898444.4444444445"
"Renault","200250"
"Subaru","2290000"
"Toyota","686625"
"Volkswagen","740000"
